gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000118976	0.6578756646833868	-2.7952682917971314	3.0092964207970043	0.003559843108604629	0.9999757367362998	-4.062708765722437
ENSG00000246922	0.5847296263908124	-2.2453186025970617	2.8740359245208738	0.005263607855540408	0.9999757367362998	-4.0370062731935565
ENSG00000237417	0.5319305720540357	-2.4483493976188866	2.7349119010107326	0.007774879811361479	0.9999757367362998	-4.119280871226478
ENSG00000226086	0.5370270179292418	-2.41139965235647	2.47772916430856	0.015461573642196464	0.9999757367362998	-4.209754950783717
ENSG00000275484	0.5951632217704708	-2.916816123808748	2.428022432017147	0.017567698783112	0.9999757367362998	-4.2724461981639426
ENSG00000234614	0.483893293456497	-2.6949083790485946	2.4278108009907053	0.01757718925941606	0.9999757367362998	-4.253423236416152
ENSG00000266777	0.5302924177947468	-2.1587884317794743	2.419584887869687	0.017949645682275923	0.9999757367362998	-4.205764997155471
ENSG00000267248	0.5012368042062842	-2.8585423146533704	2.3414136318367356	0.021856392300317055	0.9999757367362998	-4.294217590528104
ENSG00000239912	0.43337959924239544	-2.0952341747841916	2.217695143164547	0.02958932444891588	0.9999757367362998	-4.27390675294844
ENSG00000110497	0.07840725282156402	4.8848069654337944	2.110398413615588	0.0381425806536551	0.9999757367362998	-3.6813398090614626
ENSG00000213650	0.2713739043439296	-0.6554908260033221	2.0460425418755	0.04424147864325916	0.9999757367362998	-4.220420435300667
ENSG00000179967	0.36873833981565207	-1.9935022131262479	2.040662277504793	0.04478744860014329	0.9999757367362998	-4.3283321427338795
ENSG00000186912	0.7027738521659721	-2.0681479938611163	2.039824367270093	0.04487299627150497	0.9999757367362998	-4.333608262379295
ENSG00000116580	0.06915492322947614	4.9764931177604925	2.0175332691475316	0.04720099605322066	0.9999757367362998	-3.8041242262088
ENSG00000089154	0.07329383355398722	7.512754139503094	2.000955041713821	0.048998865830636985	0.9999757367362998	-3.816667556493737
ENSG00000244119	0.5965973494370389	-3.160816911469976	1.9995168525875795	0.0491575620714711	0.9999757367362998	-4.407319789243271
ENSG00000120217	0.405192841110686	-1.041869914726847	1.9934491770220288	0.04983194873697687	0.9999757367362998	-4.277219362746745
ENSG00000259520	0.6210675393122074	-2.8716623124610754	1.989260463256292	0.05030210312439452	0.9999757367362998	-4.395635427129485
ENSG00000270761	0.3363318043164374	-1.476765603593122	1.9881581234045353	0.050426461653406036	0.9999757367362998	-4.311722050115101
ENSG00000215817	0.33796740012847903	-1.0091696760636766	1.9419816647789623	0.0558769632883421	0.9999757367362998	-4.296897760724797
ENSG00000231120	0.4648134517325868	-2.8814874234624273	1.9241300796216165	0.05811436199305919	0.9999757367362998	-4.413221817528902
ENSG00000198064	0.47800753365143267	-2.2119409722299817	1.92357913936158	0.058184604066093736	0.9999757367362998	-4.379755962980369
ENSG00000104714	0.0781612583596889	3.672837958237354	1.905178138765389	0.06057230313326846	0.9999757367362998	-3.985778085427484
ENSG00000282936	0.17266615002069075	1.3286417909213553	1.8948918273408648	0.06194277782798763	0.9999757367362998	-4.1469669594467105
ENSG00000228889	0.1923838204447309	0.15197983386040445	1.894115869792015	0.06204721425655635	0.9999757367362998	-4.232027001217094
ENSG00000206228	0.28295906387084346	-0.6434235023893076	1.8937460545773002	0.06209704009741769	0.9999757367362998	-4.291791763850624
ENSG00000172717	0.5057928798294387	-3.0978599139970213	1.8864832614237659	0.06308243256023217	0.9999757367362998	-4.432108072957694
ENSG00000224511	0.41926343146194744	-1.6715068244209608	1.869479263074246	0.06544113994531837	0.9999757367362998	-4.367549226351269
ENSG00000285025	0.14601162206961515	0.48205672527828325	1.8632330193088076	0.06632601665507049	0.9999757367362998	-4.226170956043287
ENSG00000182324	0.20413996915489926	0.11212580094348983	1.8623464647363275	0.06645242184515314	0.9999757367362998	-4.252596642726705
ENSG00000167491	0.06258442251911678	6.517588812455585	1.857925446556513	0.06708579670639807	0.9999757367362998	-4.009463839747547
ENSG00000228002	0.4177817983752714	-2.690477769360503	1.8525019765190511	0.06786970242188406	0.9999757367362998	-4.423360370200518
ENSG00000237669	0.357171732006464	-2.3159123229828023	1.8320927494278516	0.07088883048600074	0.9999757367362998	-4.412270694506673
ENSG00000254598	0.2975392104159369	-1.7245045580529625	1.8316216248145758	0.07095982939300245	0.9999757367362998	-4.38339633753762
ENSG00000167971	0.45418472080597794	-1.9069157607464386	1.8277006836880156	0.07155302876414399	0.9999757367362998	-4.394018781729836
ENSG00000239223	0.40034846436873694	-2.250946474674623	1.8191135315920643	0.07286666656993496	0.9999757367362998	-4.413065912578771
ENSG00000282458	0.44450026494482536	0.1168781331134126	1.8063509499898551	0.07485619495239873	0.9999757367362998	-4.282625536688506
ENSG00000224791	0.2496302433190567	0.5496727014768422	1.8063144915196936	0.07486194256196654	0.9999757367362998	-4.255555753043153
ENSG00000127616	0.05886734171596508	6.911037454721573	1.7980948442694697	0.0761671709973979	0.9999757367362998	-4.08670689361052
ENSG00000237917	0.7316534236705556	-3.0167768107078383	1.7750686976069314	0.07992470750793876	0.9999757367362998	-4.455391820788349
ENSG00000136715	0.07899807079251708	4.497186229026113	1.7747362469156422	0.07998006437105479	0.9999757367362998	-4.109413524910166
ENSG00000232389	0.3591124789410447	-1.1413851863397007	1.769421530633134	0.08086934885471785	0.9999757367362998	-4.374965556153033
ENSG00000248415	0.30143180032599726	-1.6568690587005672	1.750522357621912	0.0840982187121206	0.9999757367362998	-4.407133709855293
ENSG00000248159	0.4707202351395603	-2.15324014444946	1.7452786388484969	0.08501272491248446	0.9999757367362998	-4.43028250823523
ENSG00000104833	0.3998372387246978	-1.3590386138093928	1.743656069813282	0.08529735778308019	0.9999757367362998	-4.395460764339693
ENSG00000258102	0.2957293240435226	-1.8302880527706282	1.7418280559643764	0.0856189709591275	0.9999757367362998	-4.417694836805471
ENSG00000280374	0.37160533618891245	-2.2027874911819048	1.7406640713916133	0.08582427803177817	0.9999757367362998	-4.433608831916787
ENSG00000085872	0.09760483077328708	5.266109883017439	1.7370114198352573	0.08647117962458317	0.9999757367362998	-4.155640893618283
ENSG00000213261	0.23627090437624498	-1.0686254078679163	1.7362667151762088	0.08660356199419403	0.9999757367362998	-4.383885663894383
ENSG00000218186	0.30836967744459587	-1.7122667390215984	1.7355951329263646	0.08672308886221104	0.9999757367362998	-4.414504515033888
ENSG00000279800	0.27398080617382514	-1.9041517169927529	1.7321727662346267	0.08733430670995695	0.9999757367362998	-4.4238539761335245
ENSG00000204620	0.30170680755184165	-2.2285640783777896	1.7282427637674993	0.08804055457496318	0.9999757367362998	-4.4381373021296415
ENSG00000258057	0.46001353545554924	-3.0173715437624318	1.7234316757010262	0.08891152761262297	0.9999757367362998	-4.467310211686394
ENSG00000227014	0.43424397862479935	-2.3335914615939704	1.7170841413530962	0.09007147195986424	0.9999757367362998	-4.445214131318603
ENSG00000271151	0.39183502368886236	-2.51266112221885	1.708165102908794	0.0917222937335497	0.9999757367362998	-4.454044950412181
ENSG00000260236	0.24076591413714477	-1.4817870333484169	1.7047032741920094	0.09236968756824988	0.9999757367362998	-4.414601585432346
ENSG00000226499	0.5194237733658165	-2.689503665598866	1.7038506064766061	0.0925297174857635	0.9999757367362998	-4.461188855286016
ENSG00000224152	0.14121966206722947	0.11587015849418418	1.696602339705494	0.09389927120606761	0.9999757367362998	-4.339870752824446
ENSG00000151929	0.06892691114319582	5.007179662514119	1.694935818547697	0.09421649223644127	0.9999757367362998	-4.202167962052474
ENSG00000215005	0.5141870886523412	-2.705679584872864	1.6820064080524118	0.09670747438207822	0.9999757367362998	-4.467041911634423
ENSG00000128564	0.3323042643484455	-1.681525282818368	1.6817199508923368	0.09676326592639185	0.9999757367362998	-4.430451205757494
ENSG00000231989	0.3636019279776561	-2.6378326371038723	1.6800679835699772	0.09708552223776866	0.9999757367362998	-4.465337659173342
ENSG00000008056	0.27986961541140337	-0.4454406234725435	1.6739131822504574	0.09829387878701791	0.9999757367362998	-4.378551268606561
ENSG00000130764	0.06191876484158332	5.196682392215419	1.6669787692687152	0.09966994274519603	0.9999757367362998	-4.23622736722899
ENSG00000077235	0.07348080322137385	6.20103797635442	1.6597876380322645	0.1011134627359583	0.9999757367362998	-4.253923866575215
ENSG00000136014	0.5439960854973838	-2.0812566916565713	1.659493518995616	0.10117286279241328	0.9999757367362998	-4.452042000886251
ENSG00000076201	0.06467491273252346	5.703927756678578	1.6571224249559549	0.10165276335202432	0.9999757367362998	-4.253364874416297
ENSG00000134256	0.43212464253331584	-2.632753995072767	1.6450695165074352	0.10412088192743339	0.9999757367362998	-4.4737170809172655
ENSG00000120733	0.058518760941992376	6.749966471712902	1.6391017816649516	0.10536076971372506	0.9999757367362998	-4.280078852251736
ENSG00000240096	0.30882788537278816	-1.8620522861797595	1.6372926555519036	0.10573899494358348	0.9999757367362998	-4.450785191504947
ENSG00000213790	0.214440730374431	-0.9770033254127336	1.6355940162410856	0.10609512046573628	0.9999757367362998	-4.417712208176535
ENSG00000284642	0.33811498921284633	-2.386165934152534	1.6329929080003547	0.10664233120383827	0.9999757367362998	-4.469206774549512
ENSG00000283818	0.3375444759170545	-2.2598426907477704	1.6312880457575543	0.10700222953634117	0.9999757367362998	-4.465698370392715
ENSG00000254543	0.4363694176464725	-3.0552383302903867	1.6207150351629824	0.10925617600062415	0.9999757367362998	-4.491059787630776
ENSG00000142186	0.061496598762668775	5.915485848088048	1.6173253863579182	0.10998683221813572	0.9999757367362998	-4.301019062809988
ENSG00000197102	0.08459741874519544	8.64011934280364	1.6140464100558853	0.11069737485887363	0.9999757367362998	-4.305286637604552
ENSG00000162881	0.5048425806504857	-2.1913685575707995	1.6066633507217845	0.11231079416674704	0.9999757367362998	-4.470112876711239
ENSG00000260101	0.28136240413787883	-1.8177987140339844	1.6001666157619039	0.1137461198236417	0.9999757367362998	-4.460210604599229
ENSG00000236432	0.2967749947426235	-2.1913360736052	1.5950052644685464	0.11489689045198814	0.9999757367362998	-4.473205229797534
