gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000110090.12	0.3615778392156237	6.7927053562466	3.9723161539375904	0.0007341172886675557	0.9999257708170148	-1.2875457112453486
ENSG00000143774.16	0.2129205467258517	5.857939200511489	3.9092562771899932	0.0008514552266235589	0.9999257708170148	-1.4808644911332358
ENSG00000278571.1	0.3424907658140164	6.485465442284717	3.7641373163859013	0.0011971651015110828	0.9999257708170148	-1.5704305647073875
ENSG00000144802.11	0.49616489056114954	6.671999283663984	3.3526779087706076	0.003124093799967131	0.9999257708170148	-2.1211098552957015
ENSG00000102317.17	0.1663327233243379	8.374259603415917	3.0743441035806116	0.00591644748506159	0.9999257708170148	-2.604931082730098
ENSG00000172059.10	0.3939923084334582	6.2419591188056875	3.043353026308488	0.006347863116042164	0.9999257708170148	-2.5697325520033925
ENSG00000239779.6	0.2817420811271063	6.072239028003473	3.028493142057214	0.006565358395764336	0.9999257708170148	-2.598947084506361
ENSG00000132475.9	0.28981912842699487	8.324062301115331	2.946375154610979	0.007903118560101485	0.9999257708170148	-2.7643167608734323
ENSG00000197536.10	0.21168183663098805	5.74030020525238	2.919679858573862	0.00839192229631438	0.9999257708170148	-2.8002035864489203
ENSG00000166598.13	0.1643306599201395	8.613203089971977	2.8323276352195172	0.01020246537553589	0.9999257708170148	-2.9246572865132245
ENSG00000115758.12	0.35872351856534834	6.987745201640342	2.8172896216185888	0.010549703843903909	0.9999257708170148	-2.8705786940077656
ENSG00000155090.14	0.42936683894802297	7.471316487241091	2.8056455236168993	0.010826300922428585	0.9999257708170148	-2.9140819483161158
ENSG00000183283.15	1.016641369977176	7.721324179785331	2.7585760405525552	0.01201654618419182	0.9999257708170148	-2.9823371588885585
ENSG00000123349.13	0.1009612507405393	8.336297795167653	2.744889216452214	0.01238539963310743	0.9999257708170148	-3.0193817201943305
ENSG00000160783.19	0.24888605159252997	5.852232445902783	2.7183662017198063	0.013131053718592132	0.9999257708170148	-3.0309295382567467
ENSG00000167315.17	0.17431685735780178	5.657411148091796	2.6869332348870727	0.01406996309673323	0.9999257708170148	-3.1107347390945126
ENSG00000175193.12	0.1642934224925625	6.252629323972163	2.675491947970355	0.01442725671213417	0.9999257708170148	-3.0570888455753575
ENSG00000112695.11	0.13473551012228757	6.340831408257222	2.646215652446641	0.015381038385261564	0.9999257708170148	-3.0919365326124564
ENSG00000112245.9	0.2942903261656884	6.007249555229052	2.5288975090733508	0.01983355613738591	0.9999257708170148	-3.2547969191068162
ENSG00000071127.16	0.24282102109197012	7.518534794478722	2.5152289477680467	0.020424735281519998	0.9999257708170148	-3.284959921984731
ENSG00000129187.14	0.25938971003466715	5.993536279346846	2.50992669992661	0.02065847704242061	0.9999257708170148	-3.2795966972484645
