gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
Fam107a	0.7895830871983183	8.671097075723074	9.035870766412728	3.8354331830208485e-07	0.0007150936868418652	6.879341626707617
Gm3764	0.6262195422284691	6.241598911612219	8.296332479708616	1.0426507366937664e-06	0.00134058818470401	5.922423474849596
Plin4	2.0719879304251743	4.134875345351811	7.596882077821122	2.846407242690983e-06	0.0026616495362108594	4.7218043673177785
Sp2	0.37859496359297395	4.873930221504965	6.98106593396728	7.2493852185752505e-06	0.004660448522391564	4.030030741713803
Htra1	0.5001019795604797	6.883229923583026	6.93146019093877	7.833252022416207e-06	0.004739578253092535	4.016309612706375
Kcnt1	0.3139124355943004	7.2953788937470625	6.834010435735743	9.129441544005948e-06	0.0052133236569366845	3.868557229687383
Wnk2	0.32024353090592506	7.637269587319807	6.800235815790874	9.629899813513222e-06	0.0052133236569366845	3.816877494166606
Kmt2b	0.2497118550915962	6.774665248625028	6.7393589582310875	1.0606360553886133e-05	0.005331136831136529	3.7243476543850376
Znf512b	0.39934547761627925	6.230644083074325	6.693948537308611	1.1402392600136461e-05	0.005331136831136529	3.6555317306550137
Fam214a	0.34684201932204584	5.785374804024552	6.650080922496986	1.2231309460155523e-05	0.0054700543090069435	3.5865988966454587
Fbln5	0.9076593598126688	4.303450672643149	6.378341209676143	1.9002183838523484e-05	0.006196561062026848	3.094056991424364
Git1	0.22245026065146156	8.214765814859335	6.3571173786924176	1.9675796019723428e-05	0.006196561062026848	3.123729767032536
Ppp1r10	0.37930413714180844	5.557092390801521	6.3326828775172785	2.048250788536971e-05	0.006196561062026848	3.0942163495168753
Alk	0.4049778857464328	4.109338096719011	5.961261866934217	3.811244388584602e-05	0.009200163526734664	2.445218048495713
Unc13a	0.2661041056433122	7.785583253046465	5.860106831734061	4.528510742793144e-05	0.010024120811603175	2.3123109593499525
Lrrn2	0.28607713288544545	7.1253922404949	5.853460373433488	4.580339083660793e-05	0.010024120811603175	2.3031454750063647
Pnpla7	0.6775068512037072	4.290498522914172	5.834991081210674	4.7276484100442675e-05	0.010060460702238132	2.2685459818459437
Szt2	0.23238452767537243	6.247390163257643	5.815277825800651	4.890365886757794e-05	0.010060460702238132	2.248754380817754
Cyp4f15	0.5737858083103311	3.548632813451258	5.757634020499244	5.400687986073797e-05	0.010143475646554007	2.0589740474615006
Arhgef10	0.30412837569988316	6.402308916363865	5.724433499873429	5.7196343330753685e-05	0.010143475646554007	2.0935169902750266
Farp1	0.2412888103298947	6.491910765726144	5.6888778760672505	6.0831518691878274e-05	0.010399126159414714	2.0319850747532247
Fstl4	0.5259549381668953	3.920068415901527	5.640320015767483	6.619081471971239e-05	0.010399126159414714	1.929873143332057
Ttll3	0.4948786858094163	4.649838848417581	5.620626963227784	6.850298823716867e-05	0.010399126159414714	1.9446676951332087
Glul	0.3211763364106588	10.551794895502674	5.590443485330696	7.221208542904399e-05	0.010764833488741252	1.8618712122373218
Abca2	0.25592272397034144	8.939951427363171	5.566745623818638	7.527102123070866e-05	0.010830850008102284	1.813483269473311
Zbtb22	0.288320045058585	5.0346817119927625	5.562351233247144	7.585297806153888e-05	0.010830850008102284	1.8521425540507757
Pdk2	0.2220601552816701	7.427832193146728	5.520196641985836	8.168034636363942e-05	0.010830850008102284	1.7365463994940704
Spred3	0.2525192240356171	6.4556449312393624	5.487292630862184	8.655300159595893e-05	0.011227386939505483	1.6887890417589233
Lmtk3	0.19612373421314722	8.798517770615689	5.4766399899422735	8.819479334505082e-05	0.011227386939505483	1.6580816104148886
Arhgap27	0.23855603626479382	4.875284769760724	5.435902171944235	9.477934785077124e-05	0.011745787614373891	1.6426945937216386
Gm21781	0.34825946080169956	4.333569460139915	5.389463311715941	0.00010291546459846141	0.011939040578169425	1.5586471504992128
Vgf	0.5194330609360307	8.687155377048004	5.386476651860304	0.00010346305789372735	0.011939040578169425	1.5015146000992763
Nprl3	0.2586899626111121	4.826272602594427	5.368703763131583	0.00010678511891810102	0.011939040578169425	1.530623936536367
Slc27a1	0.33794640887413685	6.335034690562914	5.308776852128861	0.00011883035630467111	0.012757392156881799	1.3822895969442
Rexo1	0.23567943294102367	5.753282686165769	5.307670104697204	0.00011906568608406113	0.012757392156881799	1.4016089854124907
Idh2	0.23684099203961928	5.198160180412188	5.286466009655681	0.00012366938304719536	0.013114054371375788	1.3848950933839665
Mast3	0.34451742135310415	7.4754731463391915	5.228839854832026	0.00013714194604509938	0.013829824088430316	1.2287774961681661
Hr	0.8707418114303636	5.976925930346746	5.217502128463751	0.00013996793454802727	0.013908584301439066	1.2354032022113621
Acot11	0.35216424498235366	5.731627697965795	5.214890945218834	0.00014062733495524623	0.013908584301439066	1.2415143820736576
Ldoc1l	0.23290902695509086	6.036492183445739	5.193944773534038	0.00014603531992575237	0.01417093679958763	1.1915676569400402
Hmgcs2	1.0160447296531787	3.629786113755086	5.155183371328872	0.00015662152497847716	0.014779899136959781	1.1343089495621976
Sult1a1	1.1487592703158533	3.5744614935793093	5.140914299134404	0.0001607170231508202	0.014880671046967903	1.106416847647763
Mbd6	0.2743708790342696	7.424851489938686	5.134758193364258	0.00016251820087851042	0.014880671046967903	1.0625115057275663
Wbscr17	0.35743086680621783	6.51409924960213	5.103929041159768	0.00017185949000747604	0.015167958498652604	1.0174068136279786
Cacna2d2	0.21291890670729696	7.865525168731948	5.098287988982724	0.00017362831351245883	0.015167958498652604	0.9960661523280168
Grid1	0.2080263378657854	6.360641642472676	5.049012528702749	0.0001899078870930813	0.016350261497739965	0.9236677705730427
Cic	0.20304335891015057	8.050011099082736	5.035252335342638	0.0001947317180441162	0.016553805386791565	0.8827100364916376
Hif3a	1.0564499868055517	4.830358894555342	5.020804802962436	0.0001999337175408754	0.016710071210874897	0.9388397490148037
A430105I19Rik	0.41714021839253634	3.574292843751424	5.0166844718764665	0.0002014435961645428	0.016710071210874897	0.9061461839213631
Gfra1	0.2734138706977429	6.276386392324833	4.939944627590953	0.0002318365559469863	0.01820359400359314	0.7315140052196636
Magi2	0.19729739830388215	6.822779109211808	4.864097794626202	0.0002665758609222586	0.0195857093246168	0.5821570896209254
Tenm4	0.3053489692813711	7.18250145027364	4.846651585156682	0.0002753045971586084	0.020051032756595488	0.5469540107613842
Slc9a8	0.2192352031258098	5.7251920442036015	4.843704773974268	0.0002768079575575111	0.020051032756595488	0.5860185410470171
Gstm1	0.2748878728306421	7.841033614573284	4.808144908029289	0.0002956350418542011	0.02091878956217448	0.47386945208818343
Ighmbp2	0.304940360346142	3.410250730626867	4.799774509609371	0.00030025662902822783	0.02091878956217448	0.5400560201478646
Hip1	0.26362554373569935	6.3061535784227924	4.798311459520013	0.0003010720833671649	0.02091878956217448	0.4751567344194889
Rtel1	0.3135949008009744	4.40899402482278	4.790960482393034	0.0003052041282526185	0.02091878956217448	0.5508249823577023
Ogdhl	0.32238291232013694	6.846212431559546	4.7805471413238605	0.00031115835144980515	0.02091878956217448	0.4303023754106361
Abca3	0.23513131319217528	6.512346470133644	4.77084681091096	0.0003168131380363831	0.021024128631240237	0.41893167073897697
Prodh	0.4319080640566675	4.545732441708226	4.735937104939056	0.0003380597518655764	0.021627576489141067	0.4518552558789164
Emc8	0.1796904596118356	6.134669235224045	4.7231165086007865	0.0003462282624650294	0.021982275536934857	0.3458881207107769
Zfp628	0.27549266533347616	4.395583333163172	4.697031459177502	0.0003634847585203685	0.02238804925832641	0.3879729388752331
Sbsn	0.3296356883678997	3.58039935753997	4.687172704778462	0.0003702363677512918	0.022668162373153496	0.3637892228138746
Ptgfrn	0.2877874595102572	5.12877194568727	4.677794497569859	0.00037677930076596914	0.022712779249406474	0.3231926986381586
Dennd1a	0.20250333891605532	6.7405712477338655	4.677525329320266	0.00037696884822747083	0.022712779249406474	0.24383549873762167
Arhgef17	0.17245783638779777	7.928300221089006	4.656022858031334	0.0003924339378990857	0.023354201381225383	0.19544080079110415
Dclk1	0.20959474550093127	8.767958886451247	4.6306720000897466	0.00041151272449760427	0.02351566602323532	0.14615348778675052
Glns-ps1	0.38002480965325613	5.108023719319	4.589794725223195	0.0004443199559013453	0.025250138488404628	0.1666588774548199
Smarcd1	0.17487375398114136	7.141935795037125	4.562234133965887	0.00046795441285205915	0.02591123458139701	0.027039017505507523
Zmiz2	0.17574115534836032	8.234469285534708	4.539358360807275	0.0004885556910777208	0.026722366366934012	-0.0212169839367915
Cbs	0.38158437846468907	5.011996328196557	4.537914938906973	0.0004898865849922115	0.026722366366934012	0.07920160425153977
Nova2	0.19224296128150442	6.457892951737841	4.518483211938364	0.0005081720635375511	0.027075624236143014	-0.04190047949617792
mt-Tl1	0.4503766345615201	4.459417085330906	4.5167811347647016	0.0005098069205982545	0.027075624236143014	0.0693468538343689
Zc3h6	0.45829034250787704	4.474156237095102	4.512508329666521	0.0005139349295919343	0.027075624236143014	0.06120019942119015
Bahcc1	0.2423377788589356	5.42331275328633	4.508637580589007	0.0005177042723342456	0.027075624236143014	-0.0008016790852947153
Strada	0.21976680803740756	4.854851083061337	4.5062994425798815	0.0005199949593673885	0.027075624236143014	0.031526297442893814
Slc2a13	0.2387537412347518	7.349745421119392	4.467672356091348	0.0005593884572320503	0.02827141439002807	-0.14961010463824476
Srebf1	0.20879981738838804	6.430525566958513	4.46569146490877	0.0005614897420249783	0.02827141439002807	-0.13859206364415844
Cwc22	0.24195951751717892	3.9591374409645717	4.46385101255216	0.0005634493437639272	0.02827141439002807	-0.010233427569749765
Prrt3	0.23237439347018363	5.135485649918321	4.458675032931693	0.0005689982885567107	0.028411244641234592	-0.07185979522727148
Coro1c	0.15776624526558436	6.550864840950297	4.44782373923514	0.0005808150473804658	0.028861176702200342	-0.17532062210436816
B4galnt4	0.2280429014748213	6.150784911412471	4.443671443636486	0.0005854034214619048	0.028868585722055123	-0.16740265898231677
Cdk5r2	0.22881895444503186	8.085156824434339	4.437072178413033	0.0005927727398072645	0.028896968728234704	-0.21014130523375307
Npy	0.6785447428218205	4.307887311617463	4.423055483370343	0.0006087437858236782	0.02911590590873345	-0.09056809026643897
Cenpb	0.23217764247922723	6.648695192505918	4.417482537462843	0.0006152163164800363	0.02911590590873345	-0.23406783195567993
Srcap	0.17706050463	7.813880535055054	4.396238888943071	0.0006405462126173145	0.029413653316882574	-0.2846958829498947
Cacna1a	0.18937119409148284	7.334599597143423	4.384524750011927	0.0006549704669451593	0.029942338768879594	-0.30416714817591917
Daam2	0.2938636144311939	7.526787796917375	4.377945074316172	0.0006632186090132212	0.030185250496946873	-0.3174827475267543
Dusp8	0.15290277076955672	7.371604453690797	4.370934249367116	0.0006721249477367933	0.030221990823970365	-0.3297435637955033
Grin2b	0.38767335511368817	7.729614569165276	4.353079634859507	0.0006953670320895744	0.030723719519169173	-0.36479841902025534
Dbpht2	0.2647380040145979	4.4427921601446245	4.348629834278718	0.0007012872047095749	0.030723719519169173	-0.2290449667675114
